code,text
Negative Activating,I would perhaps recommend to space out the charts vertically as I am getting things a little mixed up
"Complementing, expressing appreciation",Hey! Great content!
Negative Activating,I don’t really agree with the chart option you gave because it looks like a scatterplot without being one which can be confusing
Asking questions,I have a question: were you using the free version of Flourish?
Asking questions,what is the map actually showing? Why not use a color pallete to show sales or revenue - same data as in the bar chart?
Personal advice,I think the final portion of your post points to the need for some statistical analysis to gauge the extent to which these two variables are correlated.
"Complementing, expressing appreciation",I also really like your stacked bar graph.
"Phatics, salutations and greetings, Social sharing","Hi luis,You did a nice try with your version of the graph."
Asking questions,"In Google trends, were is the cheesecake?"
Asking questions,"why has the life expectancy until 2009 of Vietnam increased much more compared to Indonesia, although life expectancy of both was the same in 1990?"
"Complementing, expressing appreciation",Super colorful and cheerful!
Unconventional emotion expression,"To be honest, I didn’t expect this to be so frustrating at times :)"
"Complementing, expressing appreciation",Thank you for inspiring me!
Personal advice,"If I had to make a critique, I will consider ordering countries in terms of wich percentage of allways happy is bigger."
Unconventional emotion expression,it could become their higher level strategy to attract more tourists : ]
Self-disclosure & expressing values,I’m going to look for some of those films on my Netflix!
"Complementing, expressing appreciation",Your visualization was one of my favorites from the coursework
Negative Deactivating,"I was also confused by the content, and when looking at the graphic and not certain what story is being told."
Vocatives (addressing individual),Great job Hideki Nakane.
Personal advice,but maybe something to consider (if the feature is available) would be to pause at some points to highlight specific incidents.
Self-disclosure & expressing values,The last weekend my country (Colombia) vote for president and is just was an enlightenment.
"Complementing, expressing appreciation",That is incredible!
Positive Activating,I was very interested in the topic too.
Negative Activating,"I wonder if it would be worthwhile to look at the two outliers more in depth? What is their gender & race, what sports teams do they coach, how long have they been employed at the school?"
Positive Deactivating,Everything seems to support your initial thesis
Expressing agreement,I do agree that having one X and Y axis each and then grouping the data outcomes by country income is a good idea.
Positive Activating,"I never really gave it a second thought to putting state names down, but it could be helpful."
Positive Activating,"I really like how you have decided what you want to show (how life expectancy has improved in Singapore), what data you need to include (and what to exclude) to show it."
