,code,text,tokens
1658,Asking questions,"do they represent number of seats in parliament, or level of popular support?","['do', 'they', 'represent', 'number', 'of', 'seats', 'in', 'parliament', 'or', 'level', 'of', 'popular', 'support']"
1659,"Complementing, expressing appreciation","hi daniel,thanks for your comments ","['hi', 'daniel', 'thanks', 'for', 'your', 'comments']"
1661,Negative Activating,the network diagram is a bit confusing at first glance,"['the', 'network', 'diagram', 'is', 'a', 'bit', 'confusing', 'at', 'first', 'glance']"
1663,"Complementing, expressing appreciation","dear hideki,great work!","['dear', 'hideki', 'great', 'work']"
1664,Vocatives (addressing individual),"hi kath,very interesting findings indeed ","['hi', 'kath', 'very', 'interesting', 'findings', 'indeed']"
1665,"Complementing, expressing appreciation",good ideas,"['good', 'ideas']"
1666,Asking questions,"for example, is china using more on recreation or on alcohol and tobacco?","['for', 'example', 'is', 'china', 'using', 'more', 'on', 'recreation', 'or', 'on', 'alcohol', 'and', 'tobacco']"
1669,"Complementing, expressing appreciation",great work!,"['great', 'work']"
1670,Asking questions,did you look at the link and scroll down and see the couple of graphs on that page?,"['did', 'you', 'look', 'at', 'the', 'link', 'and', 'scroll', 'down', 'and', 'see', 'the', 'couple', 'of', 'graphs', 'on', 'that', 'page']"
1671,"Complementing, expressing appreciation",i appreciate really your advise ,"['i', 'appreciate', 'really', 'your', 'advise']"
1673,"Complementing, expressing appreciation","hi matthew,i really appreciate your feedback ","['hi', 'matthew', 'i', 'really', 'appreciate', 'your', 'feedback']"
1675,Vocatives (addressing individual),"hello natallia,i liked the look and treatment you gave the data ","['hello', 'natallia', 'i', 'liked', 'the', 'look', 'and', 'treatment', 'you', 'gave', 'the', 'data']"
1679,Negative Activating,"wow, this graphicamazes  i wonder whythe chart has such peak in 2005, but before it in 2000 and earlier there was aplateau (decrease)?","['wow', 'this', 'graphicamazes', 'i', 'wonder', 'whythe', 'chart', 'has', 'such', 'peak', 'in', '2005', 'but', 'before', 'it', 'in', '2000', 'and', 'earlier', 'there', 'was', 'aplateau', 'decrease']"
1681,Vocatives (addressing individual),"hello, lyn  thank you for you comment!","['hello', 'lyn', 'thank', 'you', 'for', 'you', 'comment']"
1683,"Complementing, expressing appreciation",thank you for the feedback ,"['thank', 'you', 'for', 'the', 'feedback']"
1685,Personal advice,segregation area on bottom in the chart ,"['segregation', 'area', 'on', 'bottom', 'in', 'the', 'chart']"
1687,Negative Activating,i do not know if there is a chance to fit the size of the explosion with the number of victims ,"['i', 'do', 'not', 'know', 'if', 'there', 'is', 'a', 'chance', 'to', 'fit', 'the', 'size', 'of', 'the', 'explosion', 'with', 'the', 'number', 'of', 'victims']"
1688,Vocatives (addressing individual),hi katica!,"['hi', 'katica']"
1691,Asking questions,where does this data come from?,"['where', 'does', 'this', 'data', 'come', 'from']"
1692,Asking questions,are these numbers affecting the current long waiting lists to the system?,"['are', 'these', 'numbers', 'affecting', 'the', 'current', 'long', 'waiting', 'lists', 'to', 'the', 'system']"
1693,"Complementing, expressing appreciation",amazing and inspiring!,"['amazing', 'and', 'inspiring']"
1696,Personal advice,"not to be conspiratorial, but it might be interesting to follow the campaign trails in conjunction with the shootings ","['not', 'to', 'be', 'conspiratorial', 'but', 'it', 'might', 'be', 'interesting', 'to', 'follow', 'the', 'campaign', 'trails', 'in', 'conjunction', 'with', 'the', 'shootings']"
1697,"Complementing, expressing appreciation",i think it is very useful that you have chosen to display the number of diplomas as well as the change year by year ,"['i', 'think', 'it', 'is', 'very', 'useful', 'that', 'you', 'have', 'chosen', 'to', 'display', 'the', 'number', 'of', 'diplomas', 'as', 'well', 'as', 'the', 'change', 'year', 'by', 'year']"
1699,Personal advice,i would expect to see far less variance in adoption if the percentage available were taken into account ,"['i', 'would', 'expect', 'to', 'see', 'far', 'less', 'variance', 'in', 'adoption', 'if', 'the', 'percentage', 'available', 'were', 'taken', 'into', 'account']"
1700,"Complementing, expressing appreciation","hi chistopher, thanks for your comments!","['hi', 'chistopher', 'thanks', 'for', 'your', 'comments']"
1701,Personal advice,it would be interesting to overlay the visual with the average birth year of the rolling stone editors contributorsthat came up with the list also would be interesting to compare this list to other magazines publisher lists ,"['it', 'would', 'be', 'interesting', 'to', 'overlay', 'the', 'visual', 'with', 'the', 'average', 'birth', 'year', 'of', 'the', 'rolling', 'stone', 'editors', 'contributorsthat', 'came', 'up', 'with', 'the', 'list', 'also', 'would', 'be', 'interesting', 'to', 'compare', 'this', 'list', 'to', 'other', 'magazines', 'publisher', 'lists']"
1703,Vocatives (addressing individual),"hi david, i understand your point, and i agree that the ""both"" display is not correct, but i still think that having the average can be interesting ","['hi', 'david', 'i', 'understand', 'your', 'point', 'and', 'i', 'agree', 'that', 'the', 'both', 'display', 'is', 'not', 'correct', 'but', 'i', 'still', 'think', 'that', 'having', 'the', 'average', 'can', 'be', 'interesting']"
1705,Vocatives (addressing individual),"christopher,as a few music fan, i am keenly aware of the """"curse of 27,""""","['christopher', 'as', 'a', 'few', 'music', 'fan', 'i', 'am', 'keenly', 'aware', 'of', 'the', 'curse', 'of', '27']"
1707,Negative Activating,the second one (in my point of view) is one the most demanding and crucial as there are many challenges to overcome ,"['the', 'second', 'one', 'in', 'my', 'point', 'of', 'view', 'is', 'one', 'the', 'most', 'demanding', 'and', 'crucial', 'as', 'there', 'are', 'many', 'challenges', 'to', 'overcome']"
1708,"Complementing, expressing appreciation","thanks for creating and telling such an interesting, important story ","['thanks', 'for', 'creating', 'and', 'telling', 'such', 'an', 'interesting', 'important', 'story']"
1710,Vocatives (addressing individual),"hello angel,i have been to the galicia region and can vouch that it is beautiful and filled with friendly people ","['hello', 'angel', 'i', 'have', 'been', 'to', 'the', 'galicia', 'region', 'and', 'can', 'vouch', 'that', 'it', 'is', 'beautiful', 'and', 'filled', 'with', 'friendly', 'people']"
1712,"Complementing, expressing appreciation","jessica, thanks for the feedback!","['jessica', 'thanks', 'for', 'the', 'feedback']"
1714,"Complementing, expressing appreciation",i liked the templates you have used for each of the slides,"['i', 'liked', 'the', 'templates', 'you', 'have', 'used', 'for', 'each', 'of', 'the', 'slides']"
1715,"Complementing, expressing appreciation",i really like movies and confess that have never watched one made in bollywood ,"['i', 'really', 'like', 'movies', 'and', 'confess', 'that', 'have', 'never', 'watched', 'one', 'made', 'in', 'bollywood']"
1717,Negative Activating,"for several of your slides, at least on my little ipad, the grey annotation block was laid right on top of the viz, partially obscuring the viz, or at least distracting from it, despite the grey block being somewhat transparent ","['for', 'several', 'of', 'your', 'slides', 'at', 'least', 'on', 'my', 'little', 'ipad', 'the', 'grey', 'annotation', 'block', 'was', 'laid', 'right', 'on', 'top', 'of', 'the', 'viz', 'partially', 'obscuring', 'the', 'viz', 'or', 'at', 'least', 'distracting', 'from', 'it', 'despite', 'the', 'grey', 'block', 'being', 'somewhat', 'transparent']"
1719,Personal advice,that way you present the data and help the viewer to immediately see the difference between the more  and less urbanized areas i hope that helps,"['that', 'way', 'you', 'present', 'the', 'data', 'and', 'help', 'the', 'viewer', 'to', 'immediately', 'see', 'the', 'difference', 'between', 'the', 'more', 'and', 'less', 'urbanized', 'areas', 'i', 'hope', 'that', 'helps']"
1720,Vocatives (addressing individual),"santiago,i really like that you chose data visualizations that were part of our lecture","['santiago', 'i', 'really', 'like', 'that', 'you', 'chose', 'data', 'visualizations', 'that', 'were', 'part', 'of', 'our', 'lecture']"
1722,Personal advice,"instead of a stacked bar chart, a normal bar chart could be an alternative ","['instead', 'of', 'a', 'stacked', 'bar', 'chart', 'a', 'normal', 'bar', 'chart', 'could', 'be', 'an', 'alternative']"
1723,"Complementing, expressing appreciation",great work thanks,"['great', 'work', 'thanks']"
1724,Asking questions,might there be a better solution than to use a bar chart?,"['might', 'there', 'be', 'a', 'better', 'solution', 'than', 'to', 'use', 'a', 'bar', 'chart']"
1725,"Complementing, expressing appreciation",i love it ,"['i', 'love', 'it']"
1726,Negative Activating,i would perhaps recommend to space out the charts vertically as i am getting things a little mixed up,"['i', 'would', 'perhaps', 'recommend', 'to', 'space', 'out', 'the', 'charts', 'vertically', 'as', 'i', 'am', 'getting', 'things', 'a', 'little', 'mixed', 'up']"
1727,"Complementing, expressing appreciation",hey! great content!,"['hey', 'great', 'content']"
1728,Negative Activating,i don t really agree with the chart option you gave because it looks like a scatterplot without being one which can be confusing,"['i', 'don', 't', 'really', 'agree', 'with', 'the', 'chart', 'option', 'you', 'gave', 'because', 'it', 'looks', 'like', 'a', 'scatterplot', 'without', 'being', 'one', 'which', 'can', 'be', 'confusing']"
1729,Asking questions,i have a question  were you using the free version of flourish?,"['i', 'have', 'a', 'question', 'were', 'you', 'using', 'the', 'free', 'version', 'of', 'flourish']"
1730,Asking questions,what is the map actually showing? why not use a color pallete to show sales or revenue   same data as in the bar chart?,"['what', 'is', 'the', 'map', 'actually', 'showing', 'why', 'not', 'use', 'a', 'color', 'pallete', 'to', 'show', 'sales', 'or', 'revenue', 'same', 'data', 'as', 'in', 'the', 'bar', 'chart']"
1731,Personal advice,i think the final portion of your post points to the need for some statistical analysis to gauge the extent to which these two variables are correlated ,"['i', 'think', 'the', 'final', 'portion', 'of', 'your', 'post', 'points', 'to', 'the', 'need', 'for', 'some', 'statistical', 'analysis', 'to', 'gauge', 'the', 'extent', 'to', 'which', 'these', 'two', 'variables', 'are', 'correlated']"
1732,"Complementing, expressing appreciation",i also really like your stacked bar graph ,"['i', 'also', 'really', 'like', 'your', 'stacked', 'bar', 'graph']"
1734,Asking questions,"in google trends, were is the cheesecake?","['in', 'google', 'trends', 'were', 'is', 'the', 'cheesecake']"
1735,Asking questions,"why has the life expectancy until 2009 of vietnam increased much more compared to indonesia, although life expectancy of both was the same in 1990?","['why', 'has', 'the', 'life', 'expectancy', 'until', '2009', 'of', 'vietnam', 'increased', 'much', 'more', 'compared', 'to', 'indonesia', 'although', 'life', 'expectancy', 'of', 'both', 'was', 'the', 'same', 'in', '1990']"
1736,"Complementing, expressing appreciation",super colorful and cheerful!,"['super', 'colorful', 'and', 'cheerful']"
1738,"Complementing, expressing appreciation",thank you for inspiring me!,"['thank', 'you', 'for', 'inspiring', 'me']"
1739,Personal advice,"if i had to make a critique, i will consider ordering countries in terms of wich percentage of allways happy is bigger ","['if', 'i', 'had', 'to', 'make', 'a', 'critique', 'i', 'will', 'consider', 'ordering', 'countries', 'in', 'terms', 'of', 'wich', 'percentage', 'of', 'allways', 'happy', 'is', 'bigger']"
1742,"Complementing, expressing appreciation",your visualization was one of my favorites from the coursework,"['your', 'visualization', 'was', 'one', 'of', 'my', 'favorites', 'from', 'the', 'coursework']"
1744,Vocatives (addressing individual),great job hideki nakane ,"['great', 'job', 'hideki', 'nakane']"
1745,Personal advice,but maybe something to consider (if the feature is available) would be to pause at some points to highlight specific incidents ,"['but', 'maybe', 'something', 'to', 'consider', 'if', 'the', 'feature', 'is', 'available', 'would', 'be', 'to', 'pause', 'at', 'some', 'points', 'to', 'highlight', 'specific', 'incidents']"
1747,"Complementing, expressing appreciation",that is incredible!,"['that', 'is', 'incredible']"
1749,Negative Activating,"i wonder if it would be worthwhile to look at the two outliers more in depth? what is their gender   race, what sports teams do they coach, how long have they been employed at the school?","['i', 'wonder', 'if', 'it', 'would', 'be', 'worthwhile', 'to', 'look', 'at', 'the', 'two', 'outliers', 'more', 'in', 'depth', 'what', 'is', 'their', 'gender', 'race', 'what', 'sports', 'teams', 'do', 'they', 'coach', 'how', 'long', 'have', 'they', 'been', 'employed', 'at', 'the', 'school']"
